"Day","Treatment","OTU","log2FoldChange","lfcSE","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank8","p","Experiment","sparsity","padj"
3,"13CXPS","OTU.366",-0.0657531979303628,0.714401695492412,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","uncultured_bacterium",NA,0.92180932615218,"13CXPS",0.5,1
3,"13CXPS","OTU.1045",1.60440597608753,0.654604947607138,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans","uncultured_bacterium",NA,0.157549321785963,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.3181",1.18518167757383,0.533052407908753,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,0.327366437086506,"13CXPS",0.772727272727273,1
3,"13CXPS","OTU.1232",-0.320392189993015,0.759643040437308,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,0.95235649107815,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.4310",0.381709373412043,0.583379454120337,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","uncultured_bacterium",NA,0.833641099928549,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.114",1.44941243105673,0.397412262533952,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,0.102988150966662,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.422",1.46596992634387,0.499364895265562,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,0.149249901666849,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.630",1.29044493742612,0.541160408747389,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas","uncultured_beta_proteobacterium",NA,0.262710710455913,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.1185",-1.92102841036909,0.822876541079191,"Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,NA,0.999754049846815,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.140",-0.148932707795313,0.358741147840795,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Derxia","uncultured_Derxia_sp.",NA,0.998872402390862,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.1855",0.0261834037680561,0.56728762759886,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Derxia","uncultured_bacterium",NA,0.947688536239857,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.598",-0.00708274603940773,0.297136846729484,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,0.999336913452391,"13CXPS",1,1
3,"13CXPS","OTU.5866",0.899374811598144,0.703296930379542,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,0.526882655754146,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.1701",1.54043416199671,0.232283317634831,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA,NA,0.0052996783247689,"13CXPS",1,0.205846214423915
3,"13CXPS","OTU.5065",0.80950597309326,0.318325872287036,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,NA,0.666877561496286,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.4706",0.756678984330238,0.254091661744241,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,0.772844367140624,"13CXPS",1,1
3,"13CXPS","OTU.4825",1.2308157701519,0.442659145314259,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","uncultured_soil_bacterium",NA,0.260563981117904,"13CXPS",0.772727272727273,1
3,"13CXPS","OTU.5",-1.49170382571621,0.319609861518606,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,0.999999999999988,"13CXPS",1,1
3,"13CXPS","OTU.40",0.728578463707579,0.20751527589134,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured_bacterium",NA,0.853509271897222,"13CXPS",1,1
3,"13CXPS","OTU.234",-0.50524518639314,0.406452898837478,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,0.999823196086399,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.4759",-0.0978186586554346,0.387597753892756,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured_bacterium",NA,0.99648179418318,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.96",0.24482587361663,0.189730981421484,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured_bacterium",NA,0.999892137045469,"13CXPS",1,1
3,"13CXPS","OTU.4741",0.208867697632454,0.647750080000345,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured",NA,NA,0.87269581981537,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.175",0.88147386046775,0.483412520062788,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured",NA,NA,0.553749445296841,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.3449",0.607365493498035,0.836307020520716,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured","uncultured_bacterium",NA,0.657583069972466,"13CXPS",0.5,1
3,"13CXPS","OTU.371",0.315054942095436,0.53348556665393,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured","uncultured_bacterium",NA,0.881830721194842,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.657",1.37204574253902,0.602375209360887,"Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20","uncultured_bacterium",NA,NA,NA,0.240111325171304,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.2471",-0.76768426109876,0.735901516437012,"Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20",NA,NA,NA,NA,0.990091033697178,"13CXPS",0.5,1
3,"13CXPS","OTU.196",0.538673107959529,0.312681396141833,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured_bacterium",NA,0.90409709898226,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.1627",0.478575090162588,0.484675110914245,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured_bacterium",NA,0.832993925579282,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.170",0.210491874651976,0.463273626926486,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured",NA,NA,0.944010875290857,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.678",0.19526591152898,0.669588555807515,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured_bacterium",NA,0.869150677499699,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.346",3.43753387000694,0.745929122165121,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,0.0004202521893992,"13CXPS",0.590909090909091,0.0265330522476598
3,"13CXPS","OTU.3717",1.74057011348646,0.367308390036304,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","uncultured_Massilia_sp.",NA,0.0153461547289435,"13CXPS",1,0.464858916410042
3,"13CXPS","OTU.26",0.604499765247173,0.165524832696124,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,0.980679180401568,"13CXPS",1,1
3,"13CXPS","OTU.3674",1.22015906254605,0.331492535155318,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","uncultured_bacterium",NA,0.204792470602252,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.3823",0.54627696402314,0.288471797615569,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","uncultured_bacterium",NA,0.917498199330282,"13CXPS",1,1
3,"13CXPS","OTU.732",2.79820659316977,0.674159088071343,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,0.00301410964468523,"13CXPS",0.636363636363636,0.133397185941296
3,"13CXPS","OTU.4175",1.34312846852895,0.530566188397106,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,0.227535619479854,"13CXPS",0.772727272727273,1
3,"13CXPS","OTU.1143",1.48455174136138,0.783347199281119,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera","uncultured_bacterium",NA,0.246206329858969,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.197",-0.771715486516219,0.678940677646203,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira",NA,NA,0.994315946461417,"13CXPS",0.5,1
3,"13CXPS","OTU.943",1.04912278295915,0.683380653451017,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA,NA,0.440490018090587,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.590",0.0845781352720892,0.821630228436605,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.853004476405052,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.502",-0.21882461624949,0.811591303462785,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.924530691007815,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.231",0.0384939157732195,0.48089096004422,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA,NA,0.970540894532977,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.101",0.306093786601064,0.361274606723163,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_beta_proteobacterium",NA,NA,NA,0.961924298226704,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.133",-0.437426477772237,0.345721496437795,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA,NA,0.999968844530524,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.314",0.387878084373149,0.532107261331813,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.85323232564906,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.259",-0.194626919873275,0.515132658769398,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.9866472823236,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.709",0.328997779748053,0.574579885869635,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.858863712929456,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.756",0.885210357716986,0.732503157538387,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured_bacterium",NA,NA,NA,0.533505242971683,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.506",3.01736040174629,0.790666240681267,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera",NA,NA,0.00441261504180017,"13CXPS",0.545454545454545,0.176565048453401
3,"13CXPS","OTU.3363",1.93820595695944,0.520453204289375,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA,0.0283974882203888,"13CXPS",0.863636363636364,0.768046880479219
3,"13CXPS","OTU.68",-0.792994767916655,0.82464261642853,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA,0.982560432894488,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.290",1.9016850006917,0.564858491714997,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA,NA,0.0454679549434691,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.48",1.77886969950475,0.226785474759311,"Bacteria","Proteobacteria","Gammaproteobacteria","aaa34a10","uncultured_bacterium",NA,NA,NA,0.000121768350210165,"13CXPS",1,0.0104613338518792
3,"13CXPS","OTU.644",-1.47841151131688,0.74086437551017,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Haliea",NA,NA,0.99946886346738,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.380",-0.000611959353430573,0.517594449980827,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","uncultured","uncultured_bacterium",NA,0.966406276115423,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.6066",0.322428368632544,0.774361019466916,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA,NA,0.789967517283105,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.34",0.163312534600258,0.290006577216843,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","uncultured_bacterium",NA,0.996549948899864,"13CXPS",1,1
3,"13CXPS","OTU.482",2.82746857027938,0.803160917542657,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","uncultured_bacterium",NA,0.00960113092388662,"13CXPS",0.5,0.322355211823826
3,"13CXPS","OTU.384",-0.15381608454311,0.555727216966928,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA,NA,0.976176374520045,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.92",0.0932692261812744,0.353506742396623,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA,NA,0.992121039061007,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.549",0.425996446995792,0.627803620462559,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","uncultured","uncultured_bacterium",NA,0.79660847745224,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.74",-0.597793580610471,0.312239213239149,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas",NA,NA,0.999999622850611,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.236",-0.542752535931778,0.487757835817208,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA,0.99887049491925,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.46",0.356203610633506,0.282865965540433,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA,0.981597020757102,"13CXPS",1,1
3,"13CXPS","OTU.2897",-0.273764604489981,0.473618276514612,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA,0.995018502705571,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.4405",-0.723270943119767,0.186294251784358,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","uncultured_bacterium",NA,1,"13CXPS",1,1
3,"13CXPS","OTU.5211",-0.257894343913034,0.24765877507879,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA,NA,0.999999425804751,"13CXPS",1,1
3,"13CXPS","OTU.29",-0.211852870780036,0.173112018097452,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,NA,0.999999999989075,"13CXPS",1,1
3,"13CXPS","OTU.5144",-0.0249115365198526,0.399424387675022,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","uncultured_bacterium",NA,0.992508410490241,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.15",0.204632455297246,0.198048308665541,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA,0.999910667932428,"13CXPS",1,1
3,"13CXPS","OTU.215",0.541985009714627,0.285557638242336,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA,0.921851711824612,"13CXPS",1,1
3,"13CXPS","OTU.11",-4.81849220560328,0.306246230334103,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,NA,1,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.5827",0.152534907988396,0.460734220163114,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","uncultured_bacterium",NA,0.957638549194338,"13CXPS",0.863636363636364,1
3,"13CXPS","OTU.154",0.990278879132527,0.466680442727341,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA,NA,0.462887668639219,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.100",0.382660244522734,0.387301435101036,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA,NA,0.9273861438797,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.6",3.23595351584119,0.433129853014948,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Cellvibrio","uncultured_bacterium",NA,6.28048599292539e-08,"13CXPS",0.818181818181818,1.14658122408344e-05
3,"13CXPS","OTU.2",0.611887582478169,0.177676278565843,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA,NA,0.97028314602356,"13CXPS",1,1
3,"13CXPS","OTU.143",0.696132970538134,0.250378115962285,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA,0.841625992727082,"13CXPS",1,1
3,"13CXPS","OTU.3426",1.00544291512677,0.805604173011391,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter","Azotobacter_chroococcum",NA,0.47098626227683,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.54",0.186918826798385,0.320762605874492,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.991081635302733,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.182",-0.747062335759608,0.451392254171707,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.999912471827419,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.103",0.388093080430868,0.298032673159055,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.969580073245426,"13CXPS",1,1
3,"13CXPS","OTU.768",-0.397332648809907,0.506983862647159,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.995990135614121,"13CXPS",0.772727272727273,1
3,"13CXPS","OTU.45",0.3194803670981,0.34362236043925,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.966045812593302,"13CXPS",1,1
3,"13CXPS","OTU.227",0.0992063164187647,0.577943204398295,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.928753889215281,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.312",1.26848084275531,0.778160790434263,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","uncultured_bacterium",NA,0.339662954509363,"13CXPS",0.5,1
3,"13CXPS","OTU.214",0.644953023476263,0.574562561812798,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_gamma_proteobacterium",NA,0.70033174662144,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.222",-0.972237728744507,0.537560658030187,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured",NA,NA,0.999821444038281,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.315",-0.782801026218647,0.50554276809663,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.99968836422186,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.63",-0.522117333885173,0.321501850597375,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured",NA,NA,0.999997548903443,"13CXPS",1,1
3,"13CXPS","OTU.49",-0.672963642646529,0.279879647790909,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured","uncultured_bacterium",NA,0.999999996425063,"13CXPS",1,1
3,"13CXPS","OTU.339",-1.24085512960826,0.681498131498752,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","uncultured",NA,NA,0.999336489104113,"13CXPS",0.5,1
3,"13CXPS","OTU.677",-0.0664807372702755,0.645260637310879,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured_bacterium",NA,0.941832780310303,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.4951",0.994832184998758,0.652111629143945,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA,NA,0.470643289957882,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.638",1.08356883591044,0.739260982271441,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Haloferula",NA,NA,0.426612777951113,"13CXPS",0.5,1
3,"13CXPS","OTU.83",1.59302062511779,0.403508454115198,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured",NA,NA,0.0546332303090011,"13CXPS",0.909090909090909,1
3,"13CXPS","OTU.241",3.38455937840969,0.790709374353354,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium",NA,0.00102462532738467,"13CXPS",0.636363636363636,0.0554246403942707
3,"13CXPS","OTU.6013",2.04002301646983,0.623629454724028,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium",NA,0.0398012364248311,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.268",1.30168273418341,0.568596669447328,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,0.266269824540925,"13CXPS",0.681818181818182,1
3,"13CXPS","OTU.1700",1.51620438933741,0.624359176434061,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_Verrucomicrobia_bacterium",NA,0.180890030617722,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.675",-0.240795311835396,0.674549131236278,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_Verrucomicrobia_bacterium",NA,0.960845226456125,"13CXPS",0.5,1
3,"13CXPS","OTU.262",0.551283427513711,0.60590316385203,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_Verrucomicrobia_bacterium",NA,0.74304954627356,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.739",0.295196790325016,0.620094504340593,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium",NA,0.85332854248532,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.288",-0.595665030705877,0.852807181157933,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,0.964750728876762,"13CXPS",0.454545454545455,1
3,"13CXPS","OTU.102",-1.24325232888266,0.518418168721176,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","uncultured_bacterium",NA,NA,0.999988026104849,"13CXPS",0.818181818181818,1
3,"13CXPS","OTU.248",-0.778064192191692,0.609919847597626,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","uncultured_bacterium",NA,NA,0.997658167249461,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.269",-1.50770824959514,0.645863610195951,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA,NA,NA,0.999927755312395,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.25",-0.160956906974194,0.424902294686679,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","uncultured_bacterium",NA,NA,0.99543425288593,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.21",-0.733189690408869,0.349217818882919,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium",NA,0.999999248092523,"13CXPS",0.954545454545455,1
3,"13CXPS","OTU.261",1.57306455945754,0.48896331775315,"Bacteria","Verrucomicrobia","OPB35_soil_group","uncultured_bacterium",NA,NA,NA,NA,0.100132656293793,"13CXPS",0.636363636363636,1
3,"13CXPS","OTU.308",1.52253284127307,0.638186648300824,"Bacteria","Verrucomicrobia","OPB35_soil_group","uncultured_bacterium",NA,NA,NA,NA,0.183492556421691,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.148",1.35411753376529,0.540286244382984,"Bacteria","Verrucomicrobia","OPB35_soil_group","uncultured_bacterium",NA,NA,NA,NA,0.225458270049218,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.406",0.607415558620553,0.766398912930813,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","uncultured_Verrucomicrobia_bacterium",NA,0.671056727379122,"13CXPS",0.5,1
3,"13CXPS","OTU.435",0.091449594278177,0.743982295524216,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","uncultured_bacterium",NA,0.874865230326319,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.191",-0.177296898051511,0.586669165482868,"Bacteria","Acidobacteria","32-21","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.972321905202053,"13CXPS",0.727272727272727,1
3,"13CXPS","OTU.213",0.998331176587653,0.631848452984289,"Bacteria","Acidobacteria","32-21","uncultured_bacterium",NA,NA,NA,NA,0.46750123643019,"13CXPS",0.545454545454545,1
3,"13CXPS","OTU.278",0.00362149062511585,0.618087721465681,"Bacteria","Acidobacteria","32-21","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.936490821003375,"13CXPS",0.590909090909091,1
3,"13CXPS","OTU.3982",-0.186598068251693,0.84105664234064,"Bacteria","Acidobacteria","32-21","uncultured_bacterium",NA,NA,NA,NA,0.911105012944458,"13CXPS",0.454545454545455,1
